package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
1d4a033f-d23d-4998-a85e-93fbd92f7018,ae8f85a7-dddd-49e7-b259-ccc78505fb87,670aa450-ee5c-44a1-b1f6-ea591a4377f6,,,,,,,,20,A,Electrical,MOCP
1d4a033f-d23d-4998-a85e-93fbd92f7018,b5eff461-d562-47d2-9374-6412b5fa9b85,670aa450-ee5c-44a1-b1f6-ea591a4377f6,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,208,V,Electrical,Voltage
1d4a033f-d23d-4998-a85e-93fbd92f7018,d56bbae2-2356-42bd-96ab-b2e9381377d5,670aa450-ee5c-44a1-b1f6-ea591a4377f6,9aae5376-ca52-4e0d-8853-822740d0973b,Frequency,,,b5e91e48-bf45-7e1f-45c2-fca2f122a079,Cycles per Second,,60,Hz,Electrical,Frequency
1d4a033f-d23d-4998-a85e-93fbd92f7018,4592c5f0-b924-41e7-8ed0-6258a21e39dd,670aa450-ee5c-44a1-b1f6-ea591a4377f6,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,48448411-f919-5e27-f453-70f4ef41c6be,pH,,1,Ph,Electrical,Phase
62751ea8-1fef-42c8-8e8a-09234858bf28,aa226266-dc43-4e17-97d0-7ccbbc448d0c,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,MOTOR OPERATED DAMPER,,,Type
62751ea8-1fef-42c8-8e8a-09234858bf28,087ba7cf-64f8-492b-8972-98c8241cfa1b,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,9a128b41-ee5b-4b58-9a73-6e08e4122ac4,Sealing Requirements,d4cd962d-5cc7-4cd4-a71f-0378befc265c,Seal Class A,,,,1A,,,Leakage Class
62751ea8-1fef-42c8-8e8a-09234858bf28,39db9b32-e5f3-40ba-b528-922e39b3de2d,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,efd848e4-a010-467e-b40a-a15dafef0aef,Blade Type,91611c72-1ad3-4797-93a4-0b36488321dc,Opposed Blade,,,,OPPOSED,,,Blade Action
62751ea8-1fef-42c8-8e8a-09234858bf28,84de843c-6943-48af-89ce-801015f96312,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,CHANNEL,,,Frame Type
62751ea8-1fef-42c8-8e8a-09234858bf28,84d06f59-3000-45b4-a2df-3790d723d610,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,5,IN WG,,Maximum Pressure Rating
62751ea8-1fef-42c8-8e8a-09234858bf28,48013c48-236d-4a22-bcd3-a758bef9e13b,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,30,IN,Size,Width
62751ea8-1fef-42c8-8e8a-09234858bf28,4e4d5521-eb18-426a-b7e2-6469ab541b53,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,24,IN,Size,Height
62751ea8-1fef-42c8-8e8a-09234858bf28,70583a02-1406-494a-9b3b-e9b03ea9e580,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,c678e2b0-49e2-420f-8e59-37e932fb6baa,Velocity Rating,,,,,,3000,FPM,,Maximum Velocity
62751ea8-1fef-42c8-8e8a-09234858bf28,375fa2d3-fcc8-46c9-8653-1a5885667402,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,"10,330",CFM,,Volume
62751ea8-1fef-42c8-8e8a-09234858bf28,3aaf8702-4cac-48ee-bb40-052ad9ffde4b,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,00db6215-55f3-48dd-973e-ae6418c8d547,Pressure Drop,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,,0.07,IN WG,,Pressure Drop
62751ea8-1fef-42c8-8e8a-09234858bf28,2e6667f9-c96c-4e62-ae9a-7f9ced39d61c,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,LEFT,,,Actuator Location
62751ea8-1fef-42c8-8e8a-09234858bf28,f38bc46e-bdd1-4038-b734-a74ca7421197,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,adcf9796-b4e4-4354-bac0-977aae9882fc,Greenheck,,,,GREENHECK,,,Manufacturer
62751ea8-1fef-42c8-8e8a-09234858bf28,9c00b047-10ee-4157-a669-c06ba3d4def1,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,VCD-23,,,Model
62751ea8-1fef-42c8-8e8a-09234858bf28,fb09fdb4-e22d-4903-b428-fd8d54d23567,2b6bfc19-9c5c-4798-b96f-a86b965ff16e,,,,,,,,1,,,Notes
62751ea8-1fef-42c8-8e8a-09234858bf28,f208c21a-5e40-42e0-9fa4-cd31cd3074ea,e92f8849-a1a5-4254-8745-b68973f220dd,44d9afd3-6d5d-4638-ac34-bc9ce7defacf,Volume Damper Type,f24eb75e-7049-4f1b-9731-13bb6e130978,Motorized Opposed Blade,,,,MOTOR OPERATED DAMPER,,,Type
62751ea8-1fef-42c8-8e8a-09234858bf28,b76d15e0-0ff5-44c0-aa7d-50be5d4db062,e92f8849-a1a5-4254-8745-b68973f220dd,9a128b41-ee5b-4b58-9a73-6e08e4122ac4,Sealing Requirements,d4cd962d-5cc7-4cd4-a71f-0378befc265c,Seal Class A,,,,1A,,,Leakage Class
62751ea8-1fef-42c8-8e8a-09234858bf28,37c55951-0080-4ab6-8037-a494807a277f,e92f8849-a1a5-4254-8745-b68973f220dd,efd848e4-a010-467e-b40a-a15dafef0aef,Blade Type,91611c72-1ad3-4797-93a4-0b36488321dc,Opposed Blade,,,,OPPOSED,,,Blade Action
62751ea8-1fef-42c8-8e8a-09234858bf28,3697804f-29b8-4a79-8f68-10e96aeb9e09,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,CHANNEL,,,Frame Type
62751ea8-1fef-42c8-8e8a-09234858bf28,84f248e4-c323-4862-b0a6-1a03d6972a23,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,5,IN WG,,Maximum Pressure Rating
62751ea8-1fef-42c8-8e8a-09234858bf28,03e74c03-8e4b-4957-bf15-1c05b88953ff,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,30,IN,Size,Width
62751ea8-1fef-42c8-8e8a-09234858bf28,8915d88f-af65-439e-9bd9-f7553af0ac07,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,24,IN,Size,Height
62751ea8-1fef-42c8-8e8a-09234858bf28,89d655d5-d2bb-487a-aa14-388f50d8b91f,e92f8849-a1a5-4254-8745-b68973f220dd,c678e2b0-49e2-420f-8e59-37e932fb6baa,Velocity Rating,,,,,,3000,FPM,,Maximum Velocity
62751ea8-1fef-42c8-8e8a-09234858bf28,b705f825-75a7-47a6-be96-a5e3ae977786,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,"10,330",CFM,,Volume
62751ea8-1fef-42c8-8e8a-09234858bf28,c861ad57-240f-4c28-b7f3-613c58f80864,e92f8849-a1a5-4254-8745-b68973f220dd,00db6215-55f3-48dd-973e-ae6418c8d547,Pressure Drop,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,,0.07,IN WG,,Pressure Drop
62751ea8-1fef-42c8-8e8a-09234858bf28,44fb3e12-29a9-49a6-abe6-cfd9f156ec01,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,RIGHT,,,Actuator Location
62751ea8-1fef-42c8-8e8a-09234858bf28,d877ac07-5b0d-4eb7-b628-ed40f50a76e1,e92f8849-a1a5-4254-8745-b68973f220dd,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,adcf9796-b4e4-4354-bac0-977aae9882fc,Greenheck,,,,GREENHECK,,,Manufacturer
62751ea8-1fef-42c8-8e8a-09234858bf28,126e26aa-ce1d-454e-b992-302900f8a2af,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,VCD-23,,,Model
62751ea8-1fef-42c8-8e8a-09234858bf28,895183b2-55f1-4be7-9ade-f68676abed3d,e92f8849-a1a5-4254-8745-b68973f220dd,,,,,,,,1,,,Notes
420844ad-00fb-466f-b6c9-487f54b08201,5fab612c-370e-4e3b-a9b6-a6e32c1421e5,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,138,,,Service
420844ad-00fb-466f-b6c9-487f54b08201,23ce57cf-6cf2-4163-8038-28c3bfa8c0f4,54c812d2-28e8-4cdb-94c0-01a954f5cffd,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,"2,000",CFM,Supply Fan,Total
420844ad-00fb-466f-b6c9-487f54b08201,814fdf70-1ccd-4731-ac87-4cad27c737f1,54c812d2-28e8-4cdb-94c0-01a954f5cffd,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,"2,000",CFM,Supply Fan,Min OA
420844ad-00fb-466f-b6c9-487f54b08201,37f569cb-4627-41b6-8ba8-5d6a0049a1ce,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,2,HP,Supply Fan,HP
420844ad-00fb-466f-b6c9-487f54b08201,27ff3824-0ee5-4c3e-aa88-bf994a876622,54c812d2-28e8-4cdb-94c0-01a954f5cffd,137a3897-e753-49fa-93ec-c79a7797249b,Static Pressure,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,,1.0,"WG,Supply Fan,E.S.P.
420844ad-00fb-466f-b6c9-487f54b08201,b26572cc-4ee7-4ee5-8dbb-a764e77aac18,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,161,MBH,Heating,Input
420844ad-00fb-466f-b6c9-487f54b08201,8079fcc6-bd3b-47b2-a8a7-910c4cfa8261,54c812d2-28e8-4cdb-94c0-01a954f5cffd,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,,148,MBH,Heating,Output
420844ad-00fb-466f-b6c9-487f54b08201,e2e57739-251b-4030-9e62-f48051d7f5a2,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,22.0,°F DB,Heating,EAT
420844ad-00fb-466f-b6c9-487f54b08201,c70ec34b-193b-4727-952e-090cceed4f9c,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,90.0,°F DB,Heating,LAT
420844ad-00fb-466f-b6c9-487f54b08201,b3a55d92-29df-407e-8495-a92b3b1f9d21,54c812d2-28e8-4cdb-94c0-01a954f5cffd,4b097d14-31d4-45cb-b4df-2671909c6585,Fuel Type,b1339cf8-535a-4170-9bfa-36278d09254f,Propane,,,,LP,,Heating,Fuel Type
420844ad-00fb-466f-b6c9-487f54b08201,2a03c7a6-647b-4d36-88fe-cfb651011721,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,94,MBH,Cooling,Total
420844ad-00fb-466f-b6c9-487f54b08201,d1f39ffa-145b-42b6-ae41-fd031965df65,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,56,MBH,Cooling,Sensible
420844ad-00fb-466f-b6c9-487f54b08201,38241c54-d380-4afb-bbf5-b90476848483,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,100.0,°F DB,Cooling,EAT
420844ad-00fb-466f-b6c9-487f54b08201,1fdc4722-c13f-467b-8c16-5b5d5acd9b95,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,79.5,°F WB,Cooling,EAT
420844ad-00fb-466f-b6c9-487f54b08201,78aac171-fd26-4f3c-8359-25ca86a19951,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,74.7,°F DB,Cooling,LAT
420844ad-00fb-466f-b6c9-487f54b08201,a45aa1ef-dd3f-4db0-802b-89accbfd231d,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,68.2,°F WB,Cooling,LAT
420844ad-00fb-466f-b6c9-487f54b08201,5f1c98a5-d408-4e69-bc2d-c901020435fa,54c812d2-28e8-4cdb-94c0-01a954f5cffd,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,460/3,,Unit Electrical,Volts
420844ad-00fb-466f-b6c9-487f54b08201,087fe334-c64c-4469-9055-b1d14321c79a,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,21.2,AMPS,Unit Electrical,MCA
420844ad-00fb-466f-b6c9-487f54b08201,6a36b437-0971-48ce-9272-9ff01bdcd6ec,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,30,AMPS,Unit Electrical,MOCP
420844ad-00fb-466f-b6c9-487f54b08201,e762ee4b-cad2-4555-9290-b25c9a6dc21a,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,"1,676",LBS,,Weight
420844ad-00fb-466f-b6c9-487f54b08201,2a9aa365-96d4-4965-bace-1632ee482f70,54c812d2-28e8-4cdb-94c0-01a954f5cffd,bc663106-1c5c-4cc9-9f68-3a51eb3d4c5b,Manufacturer,adcf9796-b4e4-4354-bac0-977aae9882fc,Greenheck,,,,GREENHECK,,,Manufacturer
420844ad-00fb-466f-b6c9-487f54b08201,6775bea5-cd67-4591-a417-53291500badc,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,DGX-109-H12,,,Model
420844ad-00fb-466f-b6c9-487f54b08201,049cf672-54fb-4cad-ac35-15125cbddf0f,54c812d2-28e8-4cdb-94c0-01a954f5cffd,,,,,,,,1,,,Notes
ec622d31-2185-432b-aea2-e79bd949cc3c,78e56ada-5b92-4dea-98a5-e6ad997c8473,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,GROUND,,,Location
ec622d31-2185-432b-aea2-e79bd949cc3c,85272e79-6692-46bd-9493-e9648110c9ef,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,40,TONS,,CLG
ec622d31-2185-432b-aea2-e79bd949cc3c,879a4ee6-a92e-4043-8ea8-c02a078cdbab,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,95,DEG F,,EAT
ec622d31-2185-432b-aea2-e79bd949cc3c,3ec36988-3614-45ab-b8bf-a0f9135e00a8,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,11.7,,,EER
ec622d31-2185-432b-aea2-e79bd949cc3c,cc7b6c8b-b5fa-47e4-839e-dca442cec095,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,2,,,QTY Circuits
ec622d31-2185-432b-aea2-e79bd949cc3c,5b315490-4b0a-438e-8076-cf62387510c5,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,YES,,,Modulating Lead
ec622d31-2185-432b-aea2-e79bd949cc3c,a9e92782-c9b0-4eed-a192-985e0f229bb2,2e182953-922b-4ef5-87e5-9c49c17f4f72,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,,460,V,Electrical,Volts
ec622d31-2185-432b-aea2-e79bd949cc3c,db62230a-2858-4c98-b882-9377fab31368,2e182953-922b-4ef5-87e5-9c49c17f4f72,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,,,48448411-f919-5e27-f453-70f4ef41c6be,pH,,3,PH,Electrical,Phase
ec622d31-2185-432b-aea2-e79bd949cc3c,0b1bec4e-fdbf-4623-820b-189d18df772f,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,87,,Electrical,MCA
ec622d31-2185-432b-aea2-e79bd949cc3c,3ba99f9b-24aa-4ac1-9a40-554d15a31481,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,100,,Electrical,MOCP
ec622d31-2185-432b-aea2-e79bd949cc3c,e945e37e-da75-419e-b244-2e8516888b0c,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,"2,632",,,Weight
ec622d31-2185-432b-aea2-e79bd949cc3c,15561107-896b-4956-b1ce-6388f4a91831,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,TRANE,,,Manufacturer
ec622d31-2185-432b-aea2-e79bd949cc3c,187ccb0b-625e-4414-b368-6aae07d98720,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,RAUJ-40,,,Model
ec622d31-2185-432b-aea2-e79bd949cc3c,a0379f72-8b09-4d53-8b4e-6e94a29121e9,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,"PROVIDE FACTORY MOUNTED, NON-FUSED DISCONNECT. SINGLE POINT POWER.",,Notes,Note 1
ec622d31-2185-432b-aea2-e79bd949cc3c,fb959188-bddf-48f4-9529-621350748813,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE UNIT WITH LOW SOUND FANS AND COMPRESSORS,,Notes,Note 2
ec622d31-2185-432b-aea2-e79bd949cc3c,22fb95a4-483d-4db2-a881-977edfdbabb0,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE FACTORY MOUNTED HAIL GUARDS,,Notes,Note 3
ec622d31-2185-432b-aea2-e79bd949cc3c,8ab457b8-2cb1-4798-991d-68d756b392ad,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE FACTORY MOUNTED BACNET MS/TP COMMUNICATION,,Notes,Note 4
ec622d31-2185-432b-aea2-e79bd949cc3c,31317b8d-87c5-4e41-8907-109fccc327ed,2e182953-922b-4ef5-87e5-9c49c17f4f72,,,,,,,,PROVIDE UNIT WITH FACTORY INSTALLED HOT GAS BYPASS,,Notes,Note 5
bf863e43-d013-425b-93a0-2c0210eca843,d0a04df3-13ed-41b6-a15f-7ab759613399,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,MECHANICAL 129,,,Location
bf863e43-d013-425b-93a0-2c0210eca843,f4d4f3f9-908d-4260-a978-33dca70db8ba,8b4230e8-9bd1-4ed8-9834-80520b801c92,ae7301a4-c7c6-41b3-bb5f-f19d2d1437df,Airflow,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,,"14,000",CFM,,Total
bf863e43-d013-425b-93a0-2c0210eca843,50d952d5-4d50-45a5-ae08-c3c7bfe2b1a5,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,"3,170",CFM,,Min. OA
bf863e43-d013-425b-93a0-2c0210eca843,a31fab85-1614-4bbd-81fe-b9f1c08fcfdc,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,2,,Supply Fan,Fan Qty
bf863e43-d013-425b-93a0-2c0210eca843,da560776-83be-4b81-a28a-0bf00dabf313,8b4230e8-9bd1-4ed8-9834-80520b801c92,819972ad-cacc-4643-8e07-735f11561534,Fan Power,,,,,,15,,Supply Fan,HP
bf863e43-d013-425b-93a0-2c0210eca843,e2c60217-9bf3-4df5-9924-0cf8a460b623,8b4230e8-9bd1-4ed8-9834-80520b801c92,,,,,,,,2322,,Supply Fan,RPM
